customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6082-OQFBA,Male,0,Yes,Yes,-0.38375717171191176,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5026676067172453,-0.8193241051078584,No
3544-FBCAS,Female,0,Yes,Yes,1.6224219558032498,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.6226709226719365,1.620812985669649,No
8034-RYTVV,Female,0,No,No,0.9264006258490101,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),0.6442732689440706,1.0157054710084044,No
7130-YXBRO,Male,0,Yes,No,0.6398036076325584,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.5482483744856774,1.3361656740155003,No
1157-BQCUW,Male,0,No,No,-1.2844906575350454,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3351935453581537,-0.9792559499591765,Yes
9445-SZLCH,Female,0,Yes,Yes,0.14849443354721273,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1.0796436322747707,0.5155401117614103,Yes
1399-UBQIU,Male,0,No,No,-0.8750663457972574,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.14908102362899908,-0.6976574840833787,No
4912-PIGUY,Female,0,No,No,-1.2844906575350454,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6559053015521426,-0.9749919844865553,No
1323-OOEPC,Female,0,Yes,No,0.8445157635014524,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1145397300989874,1.2629933753350795,Yes
3181-VTHOE,Male,0,Yes,No,1.5405370934556921,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),-0.45910810987877293,0.593860099328467,No
8272-ONJLV,Male,0,No,No,-0.8341239146234786,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,1.0248069071224308,-0.4892092238026513,No
3647-GMGDH,Male,0,Yes,No,-0.42469960288569053,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9915725282422247,-0.1662525021509636,Yes
1303-SRDOK,Female,0,Yes,Yes,0.9264006258490101,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),0.13911070996493735,0.685524310447146,No
7361-YPXFS,Female,1,No,No,-0.1790450158430177,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.013767432884010652,-0.18715256089241233,No
3359-DSRKA,Female,0,Yes,Yes,1.0492279193703464,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.496020730941204,-0.5003220457338867,No
6746-WAUWT,Male,0,No,No,-0.547526896407027,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.5010058877732348,-0.84159393514103,No
4659-NZRUF,Female,0,No,No,-0.547526896407027,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1.0065279987383176,-0.22177242563643984,Yes
9518-IMLHK,Male,0,No,No,-0.056217722321681304,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.2521075981576384,-0.059609179164734565,No
3374-LXDEV,Female,0,No,No,-0.7931814834496999,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.8154303201771324,-0.5120313809695821,Yes
5356-RHIPP,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4843886983331318,-1.0034478784178302,Yes
1122-JWTJW,Male,0,Yes,Yes,-1.2844906575350454,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.19228571617326742,-0.9811559552993081,Yes
0650-BWOZN,Female,1,No,No,-0.5884693275808057,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.28866541492586495,-0.411684587308208,No
5546-QUERU,Male,0,No,No,-0.7931814834496999,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.4926972930531834,-0.8988150261984845,No
8610-ZIKJJ,Female,0,Yes,Yes,-1.2435482263612667,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4810652604451113,-0.9982780964458438,No
8590-YFFQO,Male,0,Yes,No,1.5405370934556921,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.002849756556092412,0.9862774813217133,No
2428-HYUNX,Male,1,Yes,No,0.47603388293744314,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.5126379203813072,-0.6380061536373836,No
7219-TLZHO,Female,0,Yes,Yes,-1.161663364013709,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4627863520609978,-0.9845803835286152,No
2649-HWLYB,Male,0,Yes,No,1.335824937586798,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.37507480001440113,1.1658058928788084,No
8065-QBYTO,Female,1,No,No,1.5814795246294708,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),1.1560827036992452,2.1607458985473063,No
8259-DZLIZ,Female,0,Yes,Yes,1.2948825064130192,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.36605184901419563,0.48989003966963235,No
3348-CFRNX,Female,0,Yes,No,-0.1790450158430177,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.91347173787374,0.13774835227010787,Yes
8245-UMPYT,Female,1,No,No,-0.6703541899283634,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0480709723385753,-0.3137017537793234,Yes
1555-DJEQW,Female,0,Yes,Yes,1.5405370934556921,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.6396429164062443,2.400522153854856,Yes
7776-QGYJC,Female,0,Yes,Yes,0.2713217270685491,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5528787270235037,0.360623397284626,No
2828-SLQPF,Male,0,No,No,-0.547526896407027,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.6601761021040199,-0.6297875258870466,No
3170-GWYKC,Female,0,No,No,1.131112781717904,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3322249117643374,1.743407516278844,No
1710-RCXUS,Male,0,Yes,No,0.7626309011538948,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.8470029801133278,1.0266194551714865,No
2673-CXQEU,Female,1,No,No,0.9673430570227888,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,1.5166757145494814,1.7004364652723771,No
3838-OZURD,Male,0,Yes,No,1.3767673687605768,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.3338866307083477,2.1395365366109522,Yes
4859-ZSRDZ,Female,0,Yes,Yes,1.0492279193703464,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),-0.31121512386185557,0.3869583550222653,No
5795-BKOYE,Female,0,Yes,Yes,1.4995946622819134,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),-0.1915713598931135,0.8145921150639991,No
2851-MMUTZ,Female,0,No,No,-0.2199874470167965,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.28961277758972165,-0.3763798369183191,No
9752-ZNQUT,Female,0,No,No,-1.2844906575350454,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-0.5405323381352778,-0.9908990059388207,No
6972-SNKKW,Female,0,No,No,-1.0797785016661514,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4910355741091732,-0.964122186494174,No
1329-VHWNP,Female,0,No,No,-1.0388360704923727,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-1.3232019607641323,-0.9284418536533289,No
3999-QGRJH,Male,1,No,No,-0.9978936393185939,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16071305623707152,-0.7645553465242948,Yes
3466-BYAVD,Male,0,Yes,Yes,-0.7112966211021422,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.1540661804610302,-0.5389628520116813,No
4568-TTZRT,Male,0,No,No,-0.956951208144815,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4777418225570906,-0.9320430265654388,No
4672-FOTSD,Male,0,No,No,-0.8341239146234786,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.07928882798056641,-0.6446119861571439,No
8851-RAGOV,Female,0,Yes,No,-0.3018723093643541,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.2055794677253496,-0.20036422593193268,No
0256-LTHVJ,Female,0,Yes,Yes,-0.1790450158430177,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5379232565274109,-0.028303277223262348,Yes
5278-PNYOX,Female,0,No,No,0.6807460388063372,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.1893170825794512,1.1605919247361214,No
3132-TVFDZ,Male,1,Yes,No,1.0082854881965677,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.6651612589360508,0.12451459414523698,Yes
6924-TDGMT,Male,0,Yes,No,-0.8750663457972574,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.47275666572506,-0.9306511621883657,No
2824-MYYBN,Female,0,Yes,Yes,0.18943686472099153,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.009851436626338,0.4520224913791007,No
4289-DTDKW,Male,0,Yes,No,0.31226415824232795,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.210919428851585,0.8050479021926401,Yes
0017-DINOC,Male,0,No,No,0.8854581946752312,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),-0.6535292263279786,0.0748493382776086,No
4536-PLEQY,Male,0,Yes,No,-0.8341239146234786,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6708607720482354,-0.5706001502334092,No
6402-EJMWF,Male,0,No,No,-1.161663364013709,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,-0.3178619996378969,-0.9069894677781208,No
1442-OKRJE,Male,0,Yes,Yes,1.3767673687605768,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.2724030297799667,2.0944887355815514,No
1459-QNFQT,Male,0,Yes,Yes,1.5405370934556921,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),-0.17827760834103107,0.8190549183047737,No
6996-KNSML,Female,0,No,No,-1.2844906575350454,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.3335318264141435,-0.9792780430445268,Yes
2239-JALAW,Male,0,No,No,1.0492279193703464,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.275726467667987,1.646595616273529,Yes
3452-ABWRL,Male,1,No,No,0.5988611764587796,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7040951509284415,0.6956871297083156,No
9231-ZJYAM,Female,1,No,No,-1.161663364013709,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.4648076229909573,-0.8829963770876207,Yes
7153-CHRBV,Female,0,Yes,Yes,1.0082854881965677,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,-0.1849244841170724,0.43443639544020723,No
6833-JMZYP,Female,0,No,No,-0.7112966211021422,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.9683084630260803,-0.3471727780851318,No
5666-CYCYZ,Female,0,No,No,-0.34281474053813293,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.820415477009163,-0.014053237172274623,No
4425-OWHWB,Female,0,No,No,-0.5065844652332482,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.5126379203813072,-0.8207159694849316,No
1543-LLLFT,Male,1,Yes,No,1.1720552128916828,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,1.1112162922109665,1.6682026537461896,No
6581-NQCBA,Female,0,Yes,No,-0.6703541899283634,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,-0.4956659266469995,-0.6543771298820067,Yes
8152-VETUR,Female,0,Yes,No,1.6224219558032498,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),1.091275664882843,2.02308388372916,No
9796-MVYXX,Female,1,No,No,-0.752239052275921,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,-0.8363183101691123,-0.7064505320528255,No
2842-JTCCU,Male,0,No,No,-1.2435482263612667,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.6252800042798036,-0.9768698967413367,Yes
0595-ITUDF,Male,0,Yes,Yes,1.2948825064130192,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.8951928294896268,1.6213432197180577,No
0219-QAERP,Male,0,Yes,No,-0.0971601534954601,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.4976824498852144,-0.7575739315535782,No
8226-BXGES,Male,0,Yes,No,1.2948825064130192,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),0.8170920391211426,1.5029905614961332,No
3090-HAWSU,Male,0,No,No,1.1720552128916828,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.553233531317708,2.0258897055686567,Yes
1136-XGEQU,Female,0,Yes,Yes,0.721688469980116,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.6409498310560502,0.8277154077621179,No
6732-FZUGP,Female,0,No,No,0.5988611764587796,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),0.998219404018266,1.0269287583663915,No
3401-URHDA,Male,0,No,No,0.7626309011538948,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),-0.16498385678894867,0.33247680654825634,No
0365-TRTPY,Female,0,No,No,0.18943686472099153,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.8752522021615032,0.4821353667116531,No
4654-DLAMQ,Female,1,Yes,No,1.2948825064130192,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),1.0680115996666988,1.8291949666943248,No
8847-GEOOQ,Male,0,Yes,No,1.131112781717904,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.1550135431248867,0.570551894283828,No
3030-ZKIWL,Male,0,No,No,-1.2844906575350454,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.489373855165163,-1.003514157673881,No
6727-IOTLZ,Male,0,Yes,No,-0.752239052275921,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.5678341975195966,-0.4902034126434179,No
6960-HVYXR,Female,0,No,No,-1.2844906575350454,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.37008964318237003,-0.9787919951668187,Yes
0378-NHQXU,Female,0,Yes,Yes,-0.6294117587545845,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.7772107844648951,-0.366968182559062,Yes
0565-JUPYD,Male,0,No,No,1.2539400752392404,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),1.3172694412682446,1.899848653644804,No
4625-XMOYM,Female,0,Yes,Yes,1.6224219558032498,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.2833207061078848,-0.13393031828337443,No
7663-ZTEGJ,Male,0,No,Yes,-0.13810258466923891,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),1.1859936446914303,0.2382939836996351,No
1402-PTHGN,Female,0,Yes,Yes,-0.5884693275808057,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,-0.11180885058061882,-0.531870971614213,No
7657-DYEPJ,Male,1,No,No,0.23037929589477033,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),0.17566852673316438,0.09110984909547974,Yes
3523-BRGUW,Male,1,No,No,-0.26092987819057534,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.5142996393253174,-0.7895868122262623,No
0100-DUVFC,Male,1,Yes,No,1.5405370934556921,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.3272397549323065,2.2171716385321476,No
2026-TGDHM,Female,0,No,No,-1.0388360704923727,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.47976309348705015,-0.7812135328784726,Yes
9746-UGFAC,Female,0,No,No,-0.42469960288569053,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.4627863520609978,-0.813248506636507,No
1042-HFUCW,Female,0,No,Yes,-0.3018723093643541,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),-0.3361409080220102,-0.4528219122305943,No
1153-GNOLC,Male,0,No,No,0.02566714002587631,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,-0.856258937497236,-0.4339765104267299,No
0576-WNXXC,Male,1,Yes,No,-0.2199874470167965,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1.0198217502903997,0.09678777203052442,Yes
6906-ANDWJ,Male,0,Yes,Yes,-0.7112966211021422,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3335318264141435,-0.523122109815467,Yes
1022-RKXDR,Female,0,No,No,0.3532065894161068,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.3298488365401733,-0.5871920573315359,No
7123-WQUHX,Male,0,No,No,0.23037929589477033,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),1.0015428419062864,0.580803085886399,No
5857-TYBCJ,Male,1,Yes,No,0.47603388293744314,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8087834444010911,0.7728361837518025,No
7729-XBTWX,Male,0,Yes,Yes,1.3767673687605768,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.4993441688292246,-0.4182904198279682,No
3978-YNKDD,Male,0,No,Yes,-0.547526896407027,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4627863520609978,-0.8058031368734329,No
9170-CCKOU,Male,0,Yes,No,-0.6294117587545845,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.8420178232812972,-0.3698402836546099,Yes
1475-VWVDO,Male,0,No,No,-1.0388360704923727,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.3335318264141435,-0.795618224526913,No
7108-DGVUU,Female,1,Yes,No,-0.46564203405946936,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),0.22718181399748377,-0.35088441642399376,No
2533-QVMSK,Male,0,Yes,No,1.1720552128916828,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,0.9716319009141008,1.4789753777202828,Yes
